id,name,avg_resp_time,avg # comms per req,total pages,total requests,# awaiting response,# awaiting appeal,# fix required,# payment required,# rejected,# no responsive docs,# completed,# partially completed,# withdrawn
2847,"Dadeville Public Library, Dadeville, AL",59,3,5,1,0,0,0,0,0,0,1,0,0
2848,"Goodwater Public Library, Goodwater, AL",65,7,5,1,0,0,0,0,0,0,1,1,0
2849,"Auburn Public Library, Auburn, AL",70,4,86,1,0,0,0,0,0,0,1,0,0
2850,"Opelika - Lewis Cooper Jr. Memorial Library, Opelika, AL",67,5,4,1,0,0,0,0,0,1,1,0,0
2851,"Millbrook Public Library, Millbrook, AL",67,6,4,1,0,0,0,0,0,0,0,0,0
2852,"Rockford Public Library, Rockford, AL",78,4,5,1,0,0,0,0,0,0,1,0,0
2853,"Tallassee Community Public Library, Tallassee, AL",225,12,0,1,0,0,1,0,0,0,1,0,0
2854,"Wetumpka Public Library, Wetumpka, AL",51,3,9,1,0,0,0,0,0,0,1,0,0
2855,"Florence - Lauderdale Public Library, Florence, AL",113,10,15,1,0,0,1,0,0,0,0,0,0
2856,"Tuscumbia - Helen Keller Public Library, Tuscumbia, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2857,"Leighton Public Library, Leighton, AL",144,9,0,1,0,0,1,0,0,0,0,0,0
2858,"Muscle Shoals Public Library, Muscle Shoals, AL",112,7,0,1,0,0,0,0,1,0,0,0,0
2859,"Rogersville Public Library, Rogersville, AL",52,11,8,1,0,0,1,0,0,0,0,0,0
2860,"Sheffield Public Library, Sheffield, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2861,"Northwest Regional Library, Winfield, AL",113,7,0,1,0,0,0,0,0,1,0,0,0
2862,"Hamilton - Clyde Nix Public Library, Hamilton, AL",206,13,0,1,0,0,0,0,0,1,0,0,0
2863,"Kennedy Public Library, Kennedy, AL",0,20,0,1,0,0,0,0,0,0,0,0,0
2864,"Guin - Mchs Community Library, Guin, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2865,"Millport Public Library, Millport, AL",50,7,0,1,0,0,0,0,0,2,0,0,0
2866,"Russellville Public Library, Russellville, AL",122,10,0,1,0,0,0,0,0,0,1,0,0
2867,"Sulligent Public Library, Sulligent, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2868,"Vernon - Mary Wallace Cobb Memorial Library, Vernon, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2869,"Red Bay - Weatherford Public Library, Red Bay, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2870,"Winfield Public Library, Winfield, AL",0,19,0,1,0,0,0,0,0,0,0,0,0
2871,"Athens - Limestone Public Library, Athens, AL",65,6,18,1,0,0,0,0,0,0,0,0,0
2872,"Decatur Public Library, Decatur, AL",0,3,32,1,1,0,0,0,0,0,1,0,0
2873,"Hartselle - William Bradford Huie Public Library, Hartselle, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2874,"Lawrence County Public Library, Moulton, AL",50,3,64,1,0,0,0,0,0,0,1,0,0
2875,"Baldwin County Library Cooperative, Robertsdale, AL",67,4,19,1,0,0,0,0,0,0,1,0,0
2876,"Daphne Public Library, Daphne, AL",0,19,0,1,0,0,1,0,0,0,0,0,0
2877,"Fairhope Public Library, Fairhope, AL",80,14,9,1,0,0,1,0,0,0,0,0,0
2878,"Foley Public Library, Foley, AL",57,5,17,1,0,0,0,0,0,0,1,1,0
2879,"Bay Minette Public Library, Bay Minette, AL",142,9,19,1,0,0,0,0,0,0,1,0,0
2880,"Loxley Public Library, Loxley, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2881,"Oscar Johnson Memorial Library, Silverhill, AL",253,17,0,1,0,0,1,0,0,1,0,0,0
2882,"Robertsdale Public Library, Robertsdale, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2883,"Gulf Shores - Thomas B. Norton Public Library, Gulf Shores, AL",53,3,31,1,0,0,0,0,0,0,1,0,0
2884,"Adamsville Public Library, Adamsville, AL",0,19,0,1,0,0,0,0,0,0,0,0,0
2885,"Bessemer Public Library, Bessemer, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2886,"Emmet O'Neal Library, Mountain Brook, AL",200,12,12,1,0,0,0,0,0,1,0,0,0
2887,"Fairfield - Walter J. Hanna Memorial Library, Fairfield, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2888,"Fultondale Public Library, Fultondale, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2889,"Gardendale - Martha Moore Public Library, Gardendale, AL",0,20,0,1,0,0,0,0,0,0,0,0,0
2890,"Graysville Public Library, Graysville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2891,"Homewood Public Library, Homewood, AL",175,15,123,1,0,0,0,0,0,0,1,0,0
2892,"Hoover Public Library, Hoover, AL",226,11,70,1,0,0,2,0,0,0,2,0,0
2893,"Hueytown Public Library, Hueytown, AL",3,8,0,1,0,0,1,0,0,0,0,0,0
2894,"Irondale Public Library, Irondale, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2895,"Leeds - Jane Culbreth Library, Leeds, AL",190,14,0,1,0,0,1,0,0,0,1,0,0
2896,"Midfield Public Library, Midfield, AL",281,18,0,1,0,0,0,0,0,0,0,0,1
2897,"Pleasant Grove Public Library, Pleasant Grove, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2898,"Tarrant Public Library, Tarrant, AL",98,8,18,1,0,0,0,0,0,0,1,0,0
2899,"Trussville Public Library, Trussville, AL",73,8,30,1,0,0,0,0,0,0,1,0,0
2900,"Vestavia Hills Library In The Forest, Vestavia Hills, AL",119,12,32,1,0,0,3,0,0,0,1,0,0
2901,"Warrior Public Library, Warrior, AL",79,5,28,1,0,0,1,0,0,0,1,0,0
2902,"Birmingham Public Library, Birmingham, AL",80,8,19,1,0,0,0,0,0,0,1,0,0
2903,"Fort Payne - Dekalb County Public Library, Fort Payne, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2904,"Collinsville Public Library, Collinsville, AL",80,5,1,1,0,0,0,0,0,0,1,0,0
2905,"Geraldine Public Library, Geraldine, AL",98,13,8,1,0,0,1,0,0,0,0,0,0
2906,"Rainsville Public Library, Rainsville, AL",17,4,8,1,0,0,0,0,0,0,1,1,0
2907,"Escambia County Cooperative Library System, Atmore, AL",67,5,0,1,0,0,1,0,0,0,1,0,0
2908,"Atmore Public, Atmore, AL",80,6,31,1,0,0,0,0,0,0,1,0,0
2909,"Brewton Public Library, Brewton, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2910,"Flomaton Public Library, Flomaton, AL",269,20,8,1,0,0,0,0,0,0,1,0,0
2911,"Gadsden - Etowah County Public Library, Gadsden, AL",0,11,0,1,0,0,2,0,0,0,0,0,0
2912,"Attalla - Etowah County Public Library, Attalla, AL",66,7,47,1,0,0,1,0,0,0,1,1,0
2913,"Rainbow City Public Library, Rainbow City, AL",65,4,11,1,0,0,0,0,0,0,1,0,0
2914,"Demopolis Public Library, Demopolis, AL",67,4,80,1,0,0,0,0,0,0,1,0,0
2915,"Marengo County Public Library, Linden, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2916,"Marshall County Cooperative Library, Albertville, AL",142,9,0,1,0,0,1,0,0,0,0,0,0
2917,"Arab Public Library, Arab, AL",67,6,8,1,0,0,0,0,0,0,1,1,0
2918,"Boaz Public Library, Boaz, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2919,"Guntersville Public Library, Guntersville, AL",0,20,0,1,0,0,0,0,0,0,0,0,0
2920,"Albertville Public Library, Albertville, AL",50,5,11,1,0,0,0,0,0,0,1,0,0
2921,"Harrison Regional Library System, Columbiana, AL",65,10,4,1,0,0,1,0,0,0,1,0,0
2922,"Alabaster - Albert L. Scott Library, Alabaster, AL",65,5,0,1,0,0,1,0,0,0,0,0,0
2923,"Calera Public Library, Calera, AL",65,3,0,1,0,0,0,0,0,0,0,0,0
2924,"Columbiana Public Library, Columbiana, AL",65,3,0,1,0,0,0,0,0,0,0,0,0
2925,"Helena - Jane B. Holmes Public Library, Helena, AL",65,3,0,1,0,0,0,0,0,0,0,0,0
2926,"Vincent - Lallouise F. Mcgraw Library, Vincent, AL",65,3,0,1,0,0,0,0,0,0,0,0,0
2927,"Montevallo - Parnell Memorial Library, Montevallo, AL",65,6,0,1,0,0,1,0,0,0,0,0,0
2928,"Pelham Public Library, Pelham, AL",65,3,0,1,0,0,0,0,0,0,0,0,0
2929,"Wilsonville - Vernice Stoudenmire Library, Wilsonville, AL",65,6,0,1,0,0,0,0,0,1,0,0,0
2930,"North Shelby Library, Birmingham, AL",65,4,6,1,0,0,0,0,0,0,1,0,0
2931,"Aliceville Public Library, Aliceville, AL",95,8,12,1,0,0,0,0,0,0,1,0,0
2932,"Carrollton Public Library, Carrollton, AL",70,4,1,1,0,0,0,0,0,0,1,0,0
2933,"Gordo - Ruth Holliman Memorial Public Library, Gordo, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2934,"Reform Public Library, Reform, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2935,"St. Clair County Library, Ashville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2936,"Ashville Public Library, Ashville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2937,"Moody - Doris Stanley Memorial Library, Moody, AL",66,6,7,1,0,0,0,0,0,0,1,0,0
2938,"Odenville Public Library, Odenville, AL",0,20,0,1,0,0,0,0,0,0,0,0,0
2939,"Pell City Public Library, Pell City, AL",0,16,0,1,0,0,0,0,0,0,0,0,0
2940,"York - Hightower Memorial Library, York, AL",273,17,0,1,0,0,0,0,0,1,0,0,0
2941,"Livingston - Ruby Pickens Tartt Public Library, Livingston, AL",51,3,13,1,0,0,0,0,0,0,1,0,0
2942,"Anniston - Calhoun County Public Library, Anniston, AL",50,3,9,1,0,0,0,0,0,0,1,0,0
2943,"Jacksonville Public Library, Jacksonville, AL",0,3,21,1,0,0,0,0,0,0,0,1,0
2944,"Piedmont Public Library, Piedmont, AL",98,6,3,1,0,0,0,0,0,0,1,0,0
2945,"Akron Public Library, Akron, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2946,"Dothan / Houston-Love Memorial Library, Dothan, AL",95,7,3,1,0,0,1,0,0,0,1,0,0
2947,"Blountsville Public Library, Blountsville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2948,"Cherokee Public Library, Cherokee, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2949,"Brent - Centreville Public Library, Centreville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2950,"Chilton - Clanton Public Library, Clanton, AL",67,11,0,1,1,0,0,0,0,0,1,0,0
2951,"Choctaw County Public Library, Butler, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2952,"Citronelle Memorial Library, Citronelle, AL",112,7,0,1,0,0,0,0,1,0,0,0,0
2953,"Grove Hill Public Library, Grove Hill, AL",139,10,0,1,0,0,0,0,1,0,0,0,0
2954,"Huntsville - Madison County Public Library, Huntsville, AL",65,4,32,1,0,0,0,0,0,0,1,0,0
2955,"Eutaw - James C. Poole Jr. Memorial Library, Eutaw, AL",127,9,0,1,0,0,1,0,0,0,0,0,0
2956,"Greenville - Butler County Public Library, Greenville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2957,"Hale County Library, Greensboro, AL",0,13,4,1,0,0,2,0,0,0,0,2,0
2958,"Chickasaw - Ina Pullen Smallwood Memorial Library, Chickasaw, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2959,"Jackson - White Smith Memorial Library, Jackson, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2960,"Marion - Perry County Public Library, Marion, AL",113,9,4,1,0,0,1,0,0,0,1,0,0
2961,"Woodville Public Library, Woodville, AL",45,2,11,1,0,0,0,0,0,0,1,0,0
2962,"City Of Bayou La Batre Public Library, Irvington, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2963,"Scottsboro Public Library, Scottsboro, AL",85,7,0,1,0,0,0,0,0,1,0,0,0
2964,"Oneonta Public Library, Oneonta, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2965,"Thomasville Public Library, Thomasville, AL",203,11,35,1,0,0,1,0,0,0,1,0,0
2966,"Macon County - Tuskegee Public Library, Tuskegee, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2967,"Moundville Public Library, Moundville, AL",0,8,0,1,0,0,0,0,0,0,0,0,0
2968,"Uniontown Public Library, Uniontown, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2969,"Prichard Public Library, Prichard, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2970,"Washington County Public Library, Chatom, AL",100,7,10,1,0,0,0,0,0,0,1,0,0
2971,"Evergreen Public Library, Evergreen, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2972,"Mobile Public Library, Mobile, AL",56,3,28,2,0,0,0,0,0,0,2,0,0
2973,"Montgomery City-County Public Library, Montgomery, AL",86,11,19,1,0,0,2,0,0,0,1,1,0
2974,"White Hall Public Library, White Hall, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2975,"Stevenson Public Library, Stevenson, AL",58,5,0,1,0,0,1,0,0,1,0,0,0
2976,"Killen Public Library, Killen, AL",0,7,0,1,0,0,0,0,0,0,0,0,0
2977,"Lexington - Burchell Campbell Memorial Library, Lexington, AL",80,14,0,1,0,0,0,0,0,0,0,0,0
2978,"Autauga - Prattville Public Library, Prattville, AL",127,8,7,1,0,0,0,0,0,0,1,0,0
2979,"Fayette County Memorial Library, Fayette, AL",193,14,19,1,0,0,1,1,0,0,1,0,0
2980,"Phenix City - Russell County Public Library, Phenix City, AL",248,13,0,1,0,0,1,0,0,1,0,0,0
2981,"Selma - Dallas County Public Library, Selma, AL",0,9,4,1,0,0,0,0,0,0,0,1,0
2982,"Tuscaloosa Public Library, Tuscaloosa, AL",204,8,27,1,0,0,0,1,0,0,1,0,0
2983,"Wilcox County Library, Camden, AL",140,11,11,1,0,0,1,0,0,0,0,0,0
2984,"Monroe County Public Library, Monroeville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2985,"Cullman County Public Library System, Cullman, AL",122,11,2,1,0,0,0,0,0,0,2,0,0
2986,"Valley - H. Grady Bradshaw / Chambers County Library, Valley, AL",282,18,0,1,0,0,0,0,0,1,0,0,0
2987,"Hokes Bluff - Rufus Floyd Public Library, Hokes Bluff, AL",67,4,12,1,0,0,0,0,0,0,1,0,0
2988,"Ragland Public Library, Ragland, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2989,"Hayneville - Lowndes County Public Library, Hayneville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2990,"Ider Public Library, Ider, AL",50,7,0,1,0,0,0,0,0,0,1,1,0
2991,"Eufaula Carnegie Library, Eufaula, AL",55,6,19,1,1,0,0,0,0,0,1,0,0
2992,"Grant Public Library, Grant, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2993,"Daleville Public Library, Daleville, AL",81,7,19,1,0,0,0,0,0,0,1,0,0
2994,"Courtland Public Library, Courtland, AL",99,8,0,1,0,0,0,0,0,1,0,0,0
2995,"Eva Public Library, Eva, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2996,"Crossville Public Library, Crossville, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
2997,"Walnut Grove - Westside Public Library, Walnut Grove, AL",0,11,0,1,0,0,2,0,0,0,0,0,0
2998,"Orange Beach Public Library, Orange Beach, AL",50,3,38,1,0,0,0,0,0,0,1,0,0
2999,"Satsuma Public Library, Satsuma, AL",67,4,42,1,0,0,0,0,0,0,1,0,0
3000,"Falkville Public Library, Falkville, AL",50,3,0,1,0,0,0,0,0,1,0,0,0
3001,"Springville Public Library, Springville, AL",0,19,0,1,0,0,0,0,0,0,0,0,0
3002,"Bridgeport - Lena Cagle Public Library, Bridgeport, AL",157,13,0,1,0,0,0,0,1,0,0,0,0
3003,"West Blocton Public Library, West Blocton, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
3004,"Carbon Hill City Library, Carbon Hill, AL",86,4,0,1,0,0,0,0,0,0,0,0,0
3005,"Ohatchee Public Library, Ohatchee, AL",50,3,0,1,0,0,0,0,0,0,1,0,0
3006,"Somerville Public Library, Somerville, AL",67,6,19,1,0,0,0,0,0,0,1,1,0
3007,"Chelsea Public Library, Chelsea, AL",65,5,0,1,0,0,1,0,0,0,0,0,0
3008,"Dutton Public Library, Dutton, AL",140,11,16,1,0,0,1,0,0,0,0,1,0
3009,"Fort Deposit Public Library, Fort Deposit, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
3010,"Summerdale - Marjorie Younce Snook Public Library, Summerdale, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
3011,"Clay Public Library, Pinson, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
3012,"Eclectic Public Library, Eclectic, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
3013,"Hobson City Public Library, Hobson City, AL",0,19,0,1,0,0,1,0,0,0,0,0,0
3014,"Munford Public Library, Munford, AL",66,7,31,1,0,0,0,0,0,0,1,1,0
3015,"Southside Public Library, Southside, AL",84,5,0,1,0,0,0,0,0,0,1,0,0
3016,"Steele Public Library, Steele, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
3017,"Mt. Vernon Public Library, Mount Vernon, AL",0,18,0,1,0,0,0,0,0,0,0,0,0
3018,"Priceville Public Library, Priceville, AL",282,18,0,1,0,0,0,0,0,0,0,0,1
3019,"Sardis City Public Library, Sardis City, AL",85,9,0,1,0,0,0,0,0,1,0,0,0
3020,"Woodstock Public Library, Green Pond, AL",0,20,0,1,0,0,0,0,0,0,0,0,0
3021,"City of California City, California City, CA",28,7,115,5,2,0,1,3,0,0,7,0,0
3022,"New York City Department of Housing Preservation and Development, New York City, NY",38,9,340,13,20,0,6,6,2,0,8,0,0
3023,"New York State Division of Criminal Justice Services, New York",54,8,182,17,8,0,1,0,0,3,4,2,0
3024,"Village of La Grange, Illinois",3,3,37,2,0,0,0,0,0,0,2,0,0
3025,"U.S. Air Force, 6th Air Mobility Wing, United States of America",76,8,10,2,4,0,0,0,0,1,1,0,0
3026,"U.S. Army, Armament Research and Development Center -- ARDEC, United States of America",53,6,79,2,1,0,1,0,0,0,2,0,0
3027,"U.S. Army, Office of the Administrative Assistant to the Secretary, United States of America",467,10,756,14,1,0,6,0,0,8,5,0,0
3028,"Havasu National Wildlife Refuge, United States of America",363,12,172,3,2,0,3,2,0,0,4,1,0
3029,"Appleton Police Department, City of Appleton, WI",0,4,8,3,0,0,1,4,0,0,0,0,0
3030,"Department of Justice, Justice Management Division, United States of America",84,12,63,18,32,0,7,0,0,1,5,1,0
3031,"International Boundary and Water Commission, United States of America",0,6,0,1,0,0,2,0,0,0,0,0,0
3032,"Virginia Film Office, Virginia",36,6,0,1,0,0,0,0,0,0,1,0,0
3033,"Centers for Medicare and Medicaid Services, United States of America",729,22,13,6,6,0,6,0,0,2,0,0,0
3034,"General City Requests, Sunbury, PA",8,2,16,2,0,0,1,0,0,0,0,0,0
3035,"Department of Health and Mental Hygiene, New York City, NY",38,3,278,14,6,0,1,0,0,2,9,0,0
3036,"Office of the City Clerk, Chicago, IL",2,4,4,3,0,0,0,0,0,2,1,0,0
3037,"Census Bureau, New York Regional Office (New England), United States of America",0,9,1,1,0,0,2,0,0,0,0,0,0
3038,"Eastern Oregon University, Oregon",0,1,0,1,0,0,0,0,0,0,0,0,0
3039,"Berkshire Community College, Pittsfield, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3040,"Bridgewater State University, Bridgewater, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3041,"Bristol Community College, Fall River, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3042,"Bunker Hill Community College, Boston, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3043,"Cape Cod Community College, Barnstable, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3044,"Fitchburg State University, Fitchburg, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3045,"Framingham State University, Framingham, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3046,"Greenfield Community College, Greenfield, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3047,"Holyoke Community College, Holyoke, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3048,"Massachusetts Bay Community College, Framingham, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3049,"Massachusetts College of Art and Design, Boston, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3050,"Massachusetts College of Liberal Arts, North Adams, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3051,"Massachusetts Maritime Academy, Buzzards Bay, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3052,"Massasoit Community College, Canton, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3053,"Middlesex Community College, Bedford, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3054,"Mount Wachusett Community College, Gardner, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3055,"North Shore Community College, Danvers, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3056,"Northern Essex Community College, Haverhill, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3057,"Quinsigamond Community College, Worcester, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3058,"Roxbury Community College, Roxbury Crossing, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3059,"Salem State University, Salem, MA",15,3,0,1,0,0,0,0,0,1,0,0,0
3060,"Springfield Technical Community College, Springfield, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3061,"Westfield State University, Westfield, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3062,"Worcester State University, Worcester, MA",0,0,0,0,0,0,0,0,0,0,0,0,0
3063,"Ohio Department of Rehabilitation and Correction, Ohio",80,7,1054,24,1,0,8,1,2,6,12,0,0
3065,"Gilbert Public Schools, Gilbert, AZ",95,25,44,1,0,0,3,1,0,0,2,0,0
3066,"Department of Agriculture, Food, Nutrition and Consumer Sciences - FNCS, United States of America",135,15,47,5,5,0,9,0,0,2,1,0,0
3067,"Office of the Deputy Mayor for Planning and Economic Development (DMPED), Washington (D.C), DC",25,6,3,1,0,0,0,0,0,0,1,0,0
3068,"Los Angeles Animal Services, Los Angeles, CA",28,7,0,2,0,0,4,0,0,0,1,0,0
3069,"Illinois State Toll Highway Authority, Illinois",62,10,108,2,0,0,0,0,0,0,0,0,0
3070,"Army, USARCENT, United States of America",0,17,101,3,7,0,2,0,0,0,0,0,0
3071,"Office of the City Administrator, Washington (D.C), DC",19,6,375,4,2,0,1,0,0,2,3,1,0
3072,"Chicago Park District, Chicago, IL",11,4,73,8,2,0,0,0,0,2,6,0,0
3073,"Office of the Mayor, New York City, NY",180,16,4813,43,35,0,5,0,4,5,18,4,0
3074,"Corporation For National and Community Service, United States of America",324,7,14,2,1,0,1,0,1,2,2,0,0
3075,"Center for Health Information and Analysis, Massachusetts",16,6,3,1,0,0,0,0,0,1,0,0,0
3076,"Regional Transportation Authority, Illinois",10,3,0,2,0,0,0,0,1,1,0,0,0
3077,"CUNY — Macaulay Honors College, New York City, NY",27,4,67,3,1,0,0,0,0,1,1,0,0
3078,"CUNY — University Central Office, New York City, NY",29,7,120,5,0,0,1,0,1,0,3,0,0
3079,"University of Virginia, Virginia",14,4,119,8,0,0,0,0,2,1,4,0,0
3080,"College of William & Mary, Virginia",8,3,0,2,0,0,1,0,1,1,0,0,0
3081,"University of Illinois, Illinois",19,3,735,10,0,0,4,0,0,1,4,0,0
3082,"UMass Worcester Medical Campus Department of Public Safety, Worcester, MA",0,4,0,1,0,0,0,1,0,0,0,0,0
3083,"UMass Lowell Police, Lowell, MA",0,3,0,1,0,0,0,1,0,0,0,0,0
3084,"UMass Dartmouth Department of Public Safety, Dartmouth, MA",0,4,1,1,0,0,0,0,0,0,0,0,0
3085,"UMass Boston Department of Public Safety, Boston, MA",0,4,0,1,0,0,0,1,0,0,0,0,0
3087,"Worcester State University Police, Worcester, MA",0,57,0,1,0,0,0,0,0,0,0,0,0
3088,"Berkshire Community College Security, Pittsfield, MA",9,3,40,1,1,0,0,0,0,0,1,0,0
3089,"Bristol Community College Police, Fall River, MA",0,4,1,1,0,0,0,1,0,0,0,0,0
3090,"Bunker Hill Community College Public Safety, Boston, MA",0,2,1,1,0,0,0,0,0,0,0,0,0
3091,"Cape Cod Community College Department of Public Safety, Barnstable, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3092,"Greenfield Community College Public Safety, Greenfield, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3093,"Westfield State University Public Safety, Westfield, MA",0,11,10,1,0,0,0,10,0,0,0,0,0
3094,"Salem State University Police, Salem, MA",14,3,0,2,1,0,1,0,0,1,0,0,0
3095,"Mass Maritime Academy Public Safety, Buzzards Bay, MA",14,3,15,1,1,0,0,0,0,0,1,0,0
3096,"Holyoke Community College Police, Holyoke, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3097,"Massachusetts Bay Community College Public Safety, Framingham, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3098,"Massasoit Community College Police, Canton, MA",0,2,1,1,0,0,0,0,0,0,0,0,0
3099,"Middlesex Community College Public Safety, Bedford, MA",0,4,0,1,0,0,0,1,0,0,0,0,0
3100,"Mount Wachusett Community College Police, Gardner, MA",0,4,1,1,0,0,0,1,0,0,0,0,0
3101,"North Shore Community College Police, Danvers, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3102,"Northern Essex Community College Campus Security, Haverhill, MA",0,3,1,1,0,0,1,0,0,0,0,0,0
3103,"Quinsigamond Community College Police, Worcester, MA",0,51,0,1,0,0,0,0,0,0,0,0,0
3104,"Roxbury Community College Public Safety, Roxbury Crossing, MA",0,2,1,1,0,0,0,1,0,0,0,0,0
3105,"Springfield Technical Community College Police, Springfield, MA",0,2,2,1,0,0,0,1,0,0,0,0,0
3106,"Northeastern University Division of Public Safety, Boston, MA",37,3,0,1,0,0,0,0,1,0,0,0,0
3107,"Boston College Police, Newton, MA",0,51,0,1,0,0,0,0,0,0,0,0,0
3108,"Simmons College Police, Boston, MA",194,12,0,1,0,0,0,0,1,0,0,0,0
3109,"Emerson College Police, Boston, MA",40,3,0,1,0,0,0,0,1,0,0,0,0
3110,"Wheelock College Department of Public Safety, Boston, MA",0,51,0,1,0,0,0,0,0,0,0,0,0
3111,"Emmanuel College Campus Safety Department, Boston, MA",0,51,0,1,0,0,0,0,0,0,0,0,0
3112,"Wentworth Institute of Technology Police, Boston, MA",37,3,0,1,0,0,0,0,1,0,0,0,0
3113,"Suffolk University Police, Boston, MA",0,51,0,1,0,0,0,0,0,0,0,0,0
3114,"Massachusetts Institute of Technology Police, Cambridge, MA",7,2,0,1,0,0,0,0,1,0,0,0,0
3115,"Massachusetts College of Liberal Arts Public Safety, North Adams, MA",0,4,3,1,0,0,0,1,0,0,0,0,0
3116,"Massachusetts College of Art and Design Public Safety, Boston, MA",68,7,26,1,0,0,0,3,0,0,2,1,0
3117,"Framingham State University Police, Framingham, MA",0,2,4,1,0,0,0,1,0,0,0,0,0
3118,"Fitchburg State University Police, Fitchburg, MA",0,2,7,1,0,0,0,1,0,0,0,0,0
3119,"Bridgewater State University Police, Bridgewater, MA",0,2,5,1,0,0,0,1,0,0,0,0,0
3120,"Troy Records Access Officer, Troy, NY",26,4,0,2,0,0,1,0,0,1,0,0,1
3121,"Chicago Public Schools, Chicago, IL",53,11,0,2,0,0,0,0,0,1,0,0,0
3122,"Illinois State University, Illinois",19,5,15,3,0,0,1,0,1,2,0,0,0
3123,"University of California, Berkeley, California",161,8,264,14,12,0,4,0,0,6,3,1,0
3124,"Department of Health, Washington (D.C), DC",0,3,0,1,0,0,2,0,0,0,0,0,0
